tract,white_hh,black_hh,latino_hh,asian_hh,oth_hh,non_white_hh,white_owners,black_owners,latino_owners,asian_owners,oth_owners,non_white_owners,loans_white,loans_black,loans_latino,loans_asian,loans_oth,loans_non_white,loans_miss,amount_white,amount_black,amount_latino,amount_asian,amount_oth,amount_non_white,amount_miss,loans_lmi,loans_mi,loans_ui,amount_lmi,amount_mi,amount_ui,loans_low_inc,amount_low_inc,total_owners,total_hh,total_loans,total_loan_amount,white_hh_share,black_hh_share,latino_hh_share,asian_hh_share,oth_hh_share,non_white_hh_share,white_own_shr,black_own_shr,latino_own_shr,asian_own_shr,oth_own_shr,non_white_own_shr,loans_white_shr,loans_black_shr,loans_latino_shr,loans_asian_shr,loans_oth_shr,loans_non_white_shr,loans_miss_shr,community_def_race,med_income_msa_shr,income_level,low_inc,loans_lmi_shr,loans_mi_shr,loans_ui_shr,community_area,sb_count,sb_amount,loan_to_sb_count,loan_to_sb_amount,ams_res,ams_bus,ams_oth,loans_Bank,loans_Credit_Union,loans_IMB,loans_Other,volume_Bank,volume_Credit_Union,volume_IMB,volume_Other,top_3_shr,loans_Large,loans_Medium,loans_Small,volume_Large,volume_Medium,volume_Small,loans_cra,cra_non_white_bor,retail_area_loans
140400,1316,16,698,237,59,1010,912,0,392,167,40,599,91,3,26,25,1,55,18,32005000,955000,8470000,8375000,0,17800000,7180000,27,48,87,6035000,15360000,35295000,22,5520000,1511,2326,146,49805000,0.56577816,0.006878762,0.300085985,0.10189166,0.025365434,0.43422184,0.603573792,0,0.259430841,0.110522833,0.026472535,0.396426208,0.623287671,0.020547945,0.178082192,0.171232877,0.006849315,0.376712329,0.123287671,Mixed Com,111.98,MI,not_low,0.166666667,0.296296296,0.537037037,Albany Park,352,16511,179,2651,2089,204,291,55,5,84,2,18525000,975000,29620000,910000,0.356164384,30,6,19,11050000,2120000,5355000,6,6,5
140500,532,57,500,202,18,777,336,12,213,102,9,336,39,1,18,8,2,29,12,12775000,485000,5680000,3260000,0,9425000,3340000,17,24,39,3345000,8000000,14685000,13,2745000,672,1309,68,22200000,0.406417112,0.043544691,0.38197097,0.154316272,0.013750955,0.593582888,0.5,0.017857143,0.316964286,0.151785714,0.013392857,0.5,0.573529412,0.014705882,0.264705882,0.117647059,0.029411765,0.426470588,0.176470588,Mixed Com,75.3,LMI,low_inc,0.2125,0.3,0.4875,Albany Park,164,8446,73,2959,1157,116,261,21,2,45,0,7555000,610000,14525000,0,0.279411765,7,4,10,3135000,1820000,2600000,13,10,2
140601,258,100,316,215,5,636,157,5,123,71,2,201,30,2,13,0,0,15,10,11680000,590000,3805000,0,0,4395000,4090000,9,16,30,2185000,5220000,12760000,7,1755000,358,894,45,16075000,0.288590604,0.111856823,0.353467562,0.24049217,0.005592841,0.711409396,0.438547486,0.01396648,0.343575419,0.198324022,0.005586592,0.561452514,0.666666667,0.044444444,0.288888889,0,0,0.333333333,0.222222222,Minority Com,65.07,LMI,low_inc,0.163636364,0.290909091,0.545454545,Albany Park,97,4101,48,2921,868,78,75,17,1,26,1,6245000,365000,8960000,505000,0.355555556,6,1,10,2660000,385000,3200000,8,7,1
140602,573,120,675,249,40,1084,234,25,215,85,14,339,49,5,13,3,3,24,13,13265000,1195000,3515000,925000,0,5635000,4425000,23,31,32,4745000,7865000,11930000,20,4230000,573,1657,73,18900000,0.345805673,0.072420036,0.407362704,0.150271575,0.024140012,0.654194327,0.408376963,0.043630017,0.37521815,0.148342059,0.02443281,0.591623037,0.671232877,0.068493151,0.178082192,0.04109589,0.04109589,0.328767123,0.178082192,Mixed Com,62.64,LMI,low_inc,0.26744186,0.360465116,0.372093023,Albany Park,100,1687,51,920,1838,95,467,25,0,46,2,7425000,0,12200000,490000,0.315068493,9,2,14,2615000,540000,4270000,12,12,NA
140701,368,55,412,166,41,674,139,11,106,32,7,156,37,1,16,7,1,25,13,9895000,155000,3650000,2195000,415000,6415000,2855000,25,23,26,4675000,6095000,8160000,19,3625000,295,1042,62,16310000,0.353166987,0.052783109,0.395393474,0.159309021,0.039347409,0.646833013,0.471186441,0.037288136,0.359322034,0.108474576,0.023728814,0.528813559,0.596774194,0.016129032,0.258064516,0.112903226,0.016129032,0.403225806,0.209677419,Mixed Com,79.14,LMI,low_inc,0.337837838,0.310810811,0.351351351,Albany Park,105,2066,52,1355,1108,151,236,24,2,35,1,5990000,420000,9715000,185000,0.322580645,7,7,10,1915000,1725000,2350000,15,11,3
140702,675,73,1115,109,57,1354,388,0,151,88,4,243,72,5,20,6,1,32,10,25190000,1505000,4260000,1510000,95000,7370000,2390000,30,31,50,5330000,8915000,20060000,25,4565000,631,2029,104,32560000,0.332676195,0.035978314,0.549531789,0.053721045,0.028092656,0.667323805,0.614896989,0,0.239302694,0.139461173,0.006339144,0.385103011,0.692307692,0.048076923,0.192307692,0.057692308,0.009615385,0.307692308,0.096153846,Mixed Com,61.64,LMI,low_inc,0.27027027,0.279279279,0.45045045,Albany Park,129,1823,80,1038,1898,120,401,39,3,61,1,10555000,995000,20505000,505000,0.355769231,20,6,13,4750000,2380000,3425000,27,23,2
140800,1477,49,716,332,39,1136,861,7,88,207,7,309,153,5,25,9,1,40,25,59125000,1905000,6875000,3205000,0,11985000,11165000,41,47,128,6765000,13045000,61860000,34,5620000,1170,2613,193,71110000,0.56525067,0.018752392,0.274014543,0.127057023,0.014925373,0.43474933,0.735897436,0.005982906,0.075213675,0.176923077,0.005982906,0.264102564,0.792746114,0.025906736,0.129533679,0.046632124,0.005181347,0.207253886,0.129533679,Mixed Com,106.49,MI,not_low,0.189814815,0.217592593,0.592592593,Albany Park,267,7674,142,4053,2532,153,456,65,6,122,0,28765000,2950000,39580000,0,0.435233161,38,7,20,19170000,3605000,5990000,8,8,5
150200,1870,16,860,129,59,1064,1057,0,484,65,35,584,115,5,56,17,0,78,21,41205000,1975000,17610000,5925000,0,25510000,7545000,40,68,102,8820000,24010000,40530000,30,7560000,1641,2934,193,66715000,0.637355147,0.005453306,0.293115201,0.04396728,0.020109066,0.362644853,0.644119439,0,0.294942108,0.039609994,0.021328458,0.355880561,0.595854922,0.025906736,0.29015544,0.088082902,0,0.404145078,0.10880829,Mixed Com,93.48,MI,not_low,0.19047619,0.323809524,0.485714286,Portage Park,477,14128,236,5568,2977,375,349,63,5,120,5,19815000,1785000,43140000,1975000,0.269430052,23,13,27,7525000,3085000,9205000,6,6,10
150300,1975,100,599,127,84,910,1172,26,390,61,32,509,139,2,70,14,2,88,30,44825000,630000,20770000,3790000,0,25190000,9000000,55,93,108,9055000,27395000,42800000,34,6550000,1681,2885,227,70015000,0.68457539,0.034662045,0.20762565,0.044020797,0.029116118,0.31542461,0.697204045,0.015466984,0.232004759,0.036287924,0.019036288,0.302795955,0.612334802,0.008810573,0.308370044,0.061674009,0.008810573,0.387665198,0.13215859,Mixed Com,107.67,MI,not_low,0.21484375,0.36328125,0.421875,Portage Park,339,8460,185,2726,3270,252,421,78,6,142,1,24200000,1970000,43840000,375000,0.207048458,39,10,29,11835000,4380000,7985000,19,14,6
150401,1272,56,352,72,46,526,821,12,150,55,11,228,65,4,57,3,3,67,22,21495000,1340000,16045000,585000,325000,18295000,6330000,42,49,61,8650000,15685000,21635000,31,7075000,1049,1798,132,39790000,0.707452725,0.031145717,0.195773081,0.040044494,0.025583982,0.292547275,0.782650143,0.011439466,0.142993327,0.052430887,0.010486177,0.217349857,0.492424242,0.03030303,0.431818182,0.022727273,0.022727273,0.507575758,0.166666667,Perdom. White,106.76,MI,not_low,0.276315789,0.322368421,0.401315789,Portage Park,230,4966,129,2387,1660,120,272,31,3,97,1,9615000,1105000,29505000,185000,0.295454545,14,5,12,4000000,1685000,3930000,8,7,2
150402,871,15,293,66,30,404,629,7,164,51,22,244,50,1,38,2,0,41,13,17310000,305000,13910000,980000,0,15195000,4885000,17,36,51,5085000,13170000,19135000,15,4595000,873,1275,91,32505000,0.683137255,0.011764706,0.229803922,0.051764706,0.023529412,0.316862745,0.720504009,0.008018328,0.187857961,0.058419244,0.025200458,0.279495991,0.549450549,0.010989011,0.417582418,0.021978022,0,0.450549451,0.142857143,Mixed Com,93.88,MI,not_low,0.163461538,0.346153846,0.490384615,Portage Park,173,6281,85,2639,1304,100,154,28,3,59,1,9240000,705000,22055000,505000,0.186813187,11,8,9,3215000,2940000,3085000,5,5,3
150501,987,37,258,77,43,415,751,8,171,50,24,253,72,5,51,14,3,73,12,21660000,1445000,15405000,4300000,0,21150000,2950000,47,59,49,10445000,18085000,17655000,40,9390000,1004,1402,145,42810000,0.703994294,0.02639087,0.184022825,0.054921541,0.030670471,0.296005706,0.748007968,0.007968127,0.170318725,0.049800797,0.023904382,0.251992032,0.496551724,0.034482759,0.351724138,0.096551724,0.020689655,0.503448276,0.082758621,Perdom. White,92.51,MI,not_low,0.303225806,0.380645161,0.316129032,Portage Park,127,2056,75,1393,1290,13,91,53,4,85,3,15585000,1000000,26055000,1065000,0.234482759,28,7,18,8370000,1955000,5260000,12,12,5
150502,1083,40,273,80,4,397,697,0,216,71,3,290,57,4,47,10,3,64,8,18905000,1280000,14325000,3300000,0,18905000,2630000,29,52,48,6495000,17360000,17330000,27,6185000,987,1480,121,37810000,0.731756757,0.027027027,0.184459459,0.054054054,0.002702703,0.268243243,0.706180344,0,0.218844985,0.071935157,0.003039514,0.293819656,0.47107438,0.033057851,0.388429752,0.082644628,0.024793388,0.52892562,0.066115702,Perdom. White,68.69,LMI,low_inc,0.224806202,0.403100775,0.372093023,Portage Park,242,3572,133,1454,1474,83,254,38,3,79,1,13260000,765000,24195000,335000,0.231404959,23,5,10,7935000,1905000,3420000,25,24,3
150600,724,27,445,151,39,662,608,0,347,52,26,425,69,4,40,6,2,52,15,23615000,1550000,12730000,2780000,0,17060000,5185000,23,51,61,5735000,15755000,24985000,21,5415000,1033,1386,121,40675000,0.522366522,0.019480519,0.321067821,0.108946609,0.028138528,0.477633478,0.58857696,0,0.335914811,0.050338819,0.025169409,0.41142304,0.570247934,0.033057851,0.330578512,0.049586777,0.016528926,0.429752066,0.123966942,Mixed Com,88.88,MI,not_low,0.17037037,0.377777778,0.451851852,Portage Park,172,5360,94,2210,1358,161,144,33,3,84,1,11915000,685000,28620000,395000,0.297520661,9,5,19,3405000,1735000,6775000,3,2,1
150700,851,0,500,57,17,574,658,0,310,27,7,344,75,6,37,6,2,51,19,27285000,2110000,10815000,1450000,0,14375000,7025000,24,54,67,6190000,16410000,26885000,24,6190000,1002,1425,126,41660000,0.597192982,0,0.350877193,0.04,0.011929825,0.402807018,0.656686627,0,0.309381238,0.026946108,0.006986028,0.343313373,0.595238095,0.047619048,0.293650794,0.047619048,0.015873016,0.404761905,0.150793651,Mixed Com,100.2,MI,not_low,0.165517241,0.372413793,0.462068966,Portage Park,103,3723,60,1168,1457,35,73,40,2,83,1,14050000,490000,27605000,315000,0.238095238,15,9,16,5325000,3805000,4920000,2,2,4
150800,931,37,583,54,61,735,575,6,338,41,36,421,67,2,28,8,4,42,17,23895000,910000,9050000,2770000,320000,13050000,6295000,23,38,65,5795000,12630000,25495000,21,5435000,996,1666,109,36945000,0.558823529,0.022208884,0.349939976,0.032412965,0.036614646,0.441176471,0.577309237,0.006024096,0.33935743,0.041164659,0.036144578,0.422690763,0.614678899,0.018348624,0.256880734,0.073394495,0.036697248,0.385321101,0.155963303,Mixed Com,84.6,MI,not_low,0.182539683,0.301587302,0.515873016,Portage Park,178,2909,97,1692,1631,124,100,37,8,64,0,13375000,2500000,21750000,0,0.229357798,20,2,15,7310000,880000,5185000,7,6,2
151001,374,29,460,37,2,528,205,6,235,26,1,268,13,1,20,3,0,24,8,4985000,325000,6620000,725000,0,7670000,2490000,8,22,15,1930000,7380000,5835000,7,1715000,473,902,37,12655000,0.414634146,0.032150776,0.509977827,0.041019956,0.002217295,0.585365854,0.433403805,0.012684989,0.496828753,0.054968288,0.002114165,0.566596195,0.351351351,0.027027027,0.540540541,0.081081081,0,0.648648649,0.216216216,Mixed Com,70.16,LMI,low_inc,0.177777778,0.488888889,0.333333333,Portage Park,72,1444,50,1234,803,31,39,12,0,25,0,4360000,0,8295000,0,0.27027027,3,1,8,1515000,205000,2640000,3,2,2
151002,681,42,788,8,20,858,411,0,332,8,11,351,34,0,38,7,1,46,7,11010000,0,10220000,2115000,0,12335000,3015000,30,19,36,5360000,6425000,14210000,21,3985000,762,1539,80,23345000,0.442495127,0.027290448,0.512020793,0.005198181,0.012995452,0.557504873,0.539370079,0,0.435695538,0.010498688,0.014435696,0.460629921,0.425,0,0.475,0.0875,0.0125,0.575,0.0875,Mixed Com,69.92,LMI,low_inc,0.352941176,0.223529412,0.423529412,Portage Park,190,5693,98,932,3038,289,192,27,0,52,1,8275000,0,15270000,85000,0.325,12,7,8,4260000,1725000,2290000,15,14,2
151100,800,14,846,65,8,933,335,14,412,53,4,483,41,3,40,3,1,47,11,13305000,1285000,12500000,1035000,0,14820000,4485000,26,38,34,7020000,12760000,12760000,24,6210000,818,1733,88,28125000,0.461627236,0.008078477,0.488170802,0.037507213,0.004616272,0.538372764,0.409535452,0.017114914,0.503667482,0.064792176,0.004889976,0.590464548,0.465909091,0.034090909,0.454545455,0.034090909,0.011363636,0.534090909,0.125,Mixed Com,76.95,LMI,low_inc,0.265306122,0.387755102,0.346938776,Portage Park,196,4930,123,1555,1639,122,109,28,1,59,0,8860000,185000,19435000,0,0.261363636,11,3,14,3155000,1055000,4650000,15,12,2
151200,680,6,443,72,8,529,485,6,350,64,6,426,40,2,49,3,4,58,13,13080000,640000,14725000,745000,0,16110000,4285000,34,42,33,9120000,13540000,11815000,28,7650000,911,1209,98,29190000,0.562448304,0.004962779,0.366418528,0.05955335,0.006617039,0.437551696,0.532381998,0.006586169,0.384193194,0.07025247,0.006586169,0.467618002,0.408163265,0.020408163,0.5,0.030612245,0.040816327,0.591836735,0.132653061,Mixed Com,84.19,MI,not_low,0.311926606,0.385321101,0.302752294,Portage Park,162,5042,86,1774,1234,93,129,28,2,67,1,8030000,830000,21455000,315000,0.295918367,7,10,11,2045000,2620000,3365000,6,6,1
160100,505,8,208,181,80,477,313,0,131,90,23,244,41,0,19,9,3,31,12,12915000,0,6085000,2685000,0,8770000,4020000,23,20,41,3665000,5890000,16865000,17,2815000,557,982,72,21685000,0.514256619,0.00814664,0.211812627,0.184317719,0.081466395,0.485743381,0.561938959,0,0.23518851,0.161579892,0.041292639,0.438061041,0.569444444,0,0.263888889,0.125,0.041666667,0.430555556,0.166666667,Mixed Com,71.9,LMI,low_inc,0.273809524,0.238095238,0.488095238,Irving Park,172,7120,87,2347,825,96,188,33,0,39,0,9365000,0,13035000,0,0.277777778,15,11,7,3875000,3255000,2235000,22,20,7
160200,897,19,178,138,16,351,600,11,95,99,0,205,85,1,16,5,4,26,21,41425000,365000,5860000,1995000,1050000,9270000,10025000,6,18,107,2000000,6090000,52805000,4,1190000,805,1248,111,50695000,0.71875,0.015224359,0.142628205,0.110576923,0.012820513,0.28125,0.745341615,0.013664596,0.118012422,0.122981366,0,0.254658385,0.765765766,0.009009009,0.144144144,0.045045045,0.036036036,0.234234234,0.189189189,Perdom. White,129.95,UI,not_low,0.045801527,0.13740458,0.816793893,Irving Park,278,9375,155,2929,1244,112,143,33,6,72,0,17855000,2100000,31450000,0,0.333333333,16,4,13,10310000,2040000,5505000,1,1,3
160300,1117,76,246,256,133,711,529,15,75,171,47,308,90,5,27,15,2,49,22,21320000,1035000,4165000,4015000,115000,9330000,5720000,87,34,39,12295000,7440000,16305000,60,9220000,837,1828,139,30650000,0.611050328,0.041575492,0.134573304,0.140043764,0.072757112,0.388949672,0.632019116,0.017921147,0.089605735,0.204301075,0.056152927,0.367980884,0.647482014,0.035971223,0.194244604,0.107913669,0.014388489,0.352517986,0.158273381,Mixed Com,74.5,LMI,low_inc,0.54375,0.2125,0.24375,Irving Park,195,5261,111,3487,2091,122,480,50,3,82,4,9920000,1385000,18000000,1460000,0.316546763,26,10,14,6470000,1400000,2050000,37,32,4
160400,1040,130,503,108,67,808,558,36,231,74,36,377,92,7,18,22,4,51,25,33310000,2785000,5010000,9310000,610000,17715000,9915000,27,44,95,4755000,14300000,41795000,22,3820000,935,1848,143,51025000,0.562770563,0.07034632,0.272186147,0.058441558,0.036255411,0.437229437,0.596791444,0.038502674,0.247058824,0.079144385,0.038502674,0.403208556,0.643356643,0.048951049,0.125874126,0.153846154,0.027972028,0.356643357,0.174825175,Mixed Com,62.26,LMI,low_inc,0.162650602,0.265060241,0.572289157,Irving Park,309,13652,170,7855,1977,217,316,62,0,80,1,23360000,0,28100000,285000,0.286713287,32,12,18,12150000,5040000,6170000,45,36,8
160501,416,49,623,175,53,900,183,0,244,100,13,357,69,2,14,7,1,24,22,24605000,1010000,4120000,2035000,0,7165000,8690000,25,34,54,4845000,10290000,25360000,19,4105000,540,1316,93,31770000,0.316109422,0.037234043,0.473404255,0.132978723,0.040273556,0.683890578,0.338888889,0,0.451851852,0.185185185,0.024074074,0.661111111,0.741935484,0.021505376,0.150537634,0.075268817,0.010752688,0.258064516,0.23655914,Mixed Com,62.83,LMI,low_inc,0.221238938,0.300884956,0.477876106,Irving Park,106,3812,55,910,1319,67,211,35,0,57,1,12495000,0,19275000,435000,0.333333333,15,10,10,5745000,4320000,2430000,26,23,2
160502,518,32,695,75,25,827,274,12,247,52,9,320,78,4,27,9,2,42,22,30500000,1180000,7385000,3225000,0,11790000,6900000,27,39,72,5325000,10705000,32730000,24,4940000,594,1345,120,42290000,0.385130112,0.023791822,0.516728625,0.055762082,0.018587361,0.614869888,0.461279461,0.02020202,0.415824916,0.087542088,0.015151515,0.538720539,0.65,0.033333333,0.225,0.075,0.016666667,0.35,0.183333333,Mixed Com,77.7,LMI,low_inc,0.195652174,0.282608696,0.52173913,Irving Park,108,4555,66,2390,1274,88,164,57,4,57,2,21365000,950000,20275000,600000,0.333333333,33,10,14,11995000,5170000,4200000,40,38,5
160601,750,34,461,58,29,582,503,10,60,54,6,130,94,2,27,12,6,47,18,27720000,910000,7215000,3010000,0,11135000,7760000,50,43,66,9120000,10685000,29100000,42,7690000,633,1332,141,38855000,0.563063063,0.025525526,0.346096096,0.043543544,0.021771772,0.436936937,0.794628752,0.015797788,0.09478673,0.085308057,0.009478673,0.205371248,0.666666667,0.014184397,0.191489362,0.085106383,0.042553191,0.333333333,0.127659574,Mixed Com,101.63,MI,not_low,0.314465409,0.270440252,0.41509434,Irving Park,114,6638,56,3395,1494,147,334,41,5,92,3,13495000,1295000,25420000,935000,0.354609929,18,5,18,5900000,2795000,4800000,8,7,3
160602,727,69,458,147,47,721,400,22,170,60,20,272,102,3,20,12,1,36,19,34410000,505000,4480000,3180000,0,8165000,6615000,47,41,68,8975000,10705000,29100000,41,8175000,672,1448,138,42575000,0.502071823,0.047651934,0.316298343,0.101519337,0.032458564,0.497928177,0.595238095,0.032738095,0.25297619,0.089285714,0.029761905,0.404761905,0.739130435,0.02173913,0.144927536,0.086956522,0.007246377,0.260869565,0.137681159,Mixed Com,77.96,LMI,low_inc,0.301282051,0.262820513,0.435897436,Irving Park,144,3555,73,2276,1529,76,264,48,5,84,1,15690000,1795000,25110000,235000,0.326086957,23,8,17,7385000,3690000,4615000,30,27,2
160700,1086,38,973,186,82,1279,599,38,220,122,13,393,118,4,35,17,2,58,26,52820000,970000,12365000,6715000,0,20050000,10240000,29,51,119,6605000,14855000,60345000,27,6165000,992,2365,176,72870000,0.459196617,0.016067653,0.41141649,0.078646934,0.034672304,0.540803383,0.603830645,0.038306452,0.221774194,0.122983871,0.013104839,0.396169355,0.670454545,0.022727273,0.198863636,0.096590909,0.011363636,0.329545455,0.147727273,Mixed Com,86.36,MI,not_low,0.145728643,0.256281407,0.59798995,Irving Park,187,6575,100,1730,2051,117,157,66,7,101,2,31940000,2725000,38375000,660000,0.318181818,27,17,22,13795000,9825000,8320000,7,5,6
160800,773,33,837,154,30,1054,346,0,304,71,15,390,66,4,20,5,1,30,23,27530000,1270000,7300000,1755000,0,10325000,9165000,17,31,69,3245000,10815000,32605000,13,2645000,736,1827,96,37855000,0.423097975,0.018062397,0.458128079,0.084291188,0.016420361,0.576902025,0.470108696,0,0.413043478,0.096467391,0.020380435,0.529891304,0.6875,0.041666667,0.208333333,0.052083333,0.010416667,0.3125,0.239583333,Mixed Com,104.06,MI,not_low,0.145299145,0.264957265,0.58974359,Irving Park,222,7662,109,3289,2011,244,164,38,1,55,2,14460000,225000,22615000,1000000,0.302083333,19,6,13,7265000,2610000,4585000,5,5,3
160900,637,48,223,66,55,392,376,0,55,47,0,102,60,2,11,8,0,21,10,24720000,620000,4395000,3740000,0,8755000,3810000,10,16,63,2110000,4640000,29765000,10,2110000,478,1029,81,33475000,0.619047619,0.04664723,0.216715258,0.064139942,0.053449951,0.380952381,0.786610879,0,0.115062762,0.09832636,0,0.213389121,0.740740741,0.024691358,0.135802469,0.098765432,0,0.259259259,0.12345679,Mixed Com,122.46,UI,not_low,0.112359551,0.179775281,0.707865169,Irving Park,137,3976,69,1176,1005,75,78,27,3,49,2,12525000,1505000,18795000,650000,0.296296296,11,5,11,4995000,2775000,4755000,1,1,3
161000,532,28,203,32,11,274,326,0,118,25,8,151,41,1,6,2,3,12,12,20915000,1115000,2770000,430000,0,4315000,5800000,5,5,55,685000,1505000,30905000,4,560000,477,806,53,25230000,0.660049628,0.034739454,0.251861042,0.039702233,0.013647643,0.339950372,0.683438155,0,0.247379455,0.052410901,0.016771488,0.316561845,0.773584906,0.018867925,0.113207547,0.037735849,0.056603774,0.226415094,0.226415094,Mixed Com,94.13,MI,not_low,0.076923077,0.076923077,0.846153846,Irving Park,104,3386,55,2032,850,73,109,25,4,22,2,13735000,2500000,9400000,1660000,0.396226415,13,7,5,6575000,4745000,2415000,3,3,NA
161100,538,48,62,53,29,192,447,21,27,47,26,121,66,1,8,8,1,18,23,34160000,335000,2680000,3260000,0,6275000,10605000,4,12,87,1160000,3940000,44715000,3,675000,568,730,84,40435000,0.736986301,0.065753425,0.084931507,0.07260274,0.039726027,0.263013699,0.786971831,0.036971831,0.047535211,0.082746479,0.045774648,0.213028169,0.785714286,0.011904762,0.095238095,0.095238095,0.011904762,0.214285714,0.273809524,Perdom. White,139.45,UI,not_low,0.038834951,0.116504854,0.844660194,Irving Park,160,10252,70,2730,819,81,94,29,3,48,4,15395000,1215000,21820000,2490000,0.285714286,12,9,8,7350000,4475000,3570000,3,1,4
161200,456,0,473,50,6,529,302,0,277,34,3,314,29,6,26,11,0,43,14,10505000,1820000,6780000,3495000,0,12095000,4250000,24,30,31,5270000,9000000,12095000,21,4765000,616,985,72,22600000,0.462944162,0,0.480203046,0.050761421,0.006091371,0.537055838,0.49025974,0,0.449675325,0.055194805,0.00487013,0.50974026,0.402777778,0.083333333,0.361111111,0.152777778,0,0.597222222,0.194444444,Mixed Com,79,LMI,low_inc,0.282352941,0.352941176,0.364705882,Irving Park,156,6859,73,1689,855,77,39,25,1,46,0,7235000,235000,15130000,0,0.333333333,15,1,9,4565000,375000,2295000,15,14,2
