tract,white_hh,black_hh,latino_hh,asian_hh,oth_hh,non_white_hh,white_owners,black_owners,latino_owners,asian_owners,oth_owners,non_white_owners,loans_white,loans_black,loans_latino,loans_asian,loans_oth,loans_non_white,loans_miss,amount_white,amount_black,amount_latino,amount_asian,amount_oth,amount_non_white,amount_miss,loans_lmi,loans_mi,loans_ui,amount_lmi,amount_mi,amount_ui,loans_low_inc,amount_low_inc,total_owners,total_hh,total_loans,total_loan_amount,white_hh_share,black_hh_share,latino_hh_share,asian_hh_share,oth_hh_share,non_white_hh_share,white_own_shr,black_own_shr,latino_own_shr,asian_own_shr,oth_own_shr,non_white_own_shr,loans_white_shr,loans_black_shr,loans_latino_shr,loans_asian_shr,loans_oth_shr,loans_non_white_shr,loans_miss_shr,community_def_race,med_income_msa_shr,income_level,low_inc,loans_lmi_shr,loans_mi_shr,loans_ui_shr,community_area,sb_count,sb_amount,loan_to_sb_count,loan_to_sb_amount,ams_res,ams_bus,ams_oth,loans_Bank,loans_Credit_Union,loans_IMB,loans_Other,volume_Bank,volume_Credit_Union,volume_IMB,volume_Other,top_3_shr,loans_Large,loans_Medium,loans_Small,volume_Large,volume_Medium,volume_Small,loans_cra,cra_non_white_bor,retail_area_loans
611700,0,243,355,0,0,598,0,66,112,0,0,178,0,2,16,0,0,18,0,0,480000,1930000,0,0,2410000,0,17,1,0,2225000,185000,0,6,1000000,178,598,18,2410000,0,0.406354515,0.593645485,0,0,1,0,0.370786517,0.629213483,0,0,1,0,0.111111111,0.888888889,0,0,1,0,Minority Com,NA,LMI,NA,0.944444444,0.055555556,0,New City,33,469,14,264,630,25,118,7,2,9,0,795000,150000,1465000,0,0.333333333,3,1,3,225000,115000,455000,2,2,2
611800,17,450,197,6,0,653,0,91,59,6,0,156,0,2,16,0,0,18,2,0,360000,2640000,0,0,3000000,260000,15,3,2,2405000,455000,400000,6,1220000,156,670,18,3000000,0.025373134,0.671641791,0.294029851,0.008955224,0,0.974626866,0,0.583333333,0.378205128,0.038461538,0,1,0,0.111111111,0.888888889,0,0,1,0.111111111,Minority Com,NA,LMI,NA,0.75,0.15,0.1,New City,20,284,10,159,712,31,117,3,0,15,0,585000,0,2415000,0,0.444444444,3,0,0,585000,0,0,2,2,1
611900,14,436,128,0,0,564,9,127,61,0,0,188,2,2,9,1,0,12,5,380000,430000,1645000,105000,0,2180000,865000,15,3,1,2605000,485000,335000,8,1710000,197,578,14,2560000,0.024221453,0.75432526,0.221453287,0,0,0.975778547,0.045685279,0.644670051,0.30964467,0,0,0.954314721,0.142857143,0.142857143,0.642857143,0.071428571,0,0.857142857,0.357142857,Minority Com,NA,LMI,NA,0.789473684,0.157894737,0.052631579,New City,32,333,14,189,680,72,193,2,2,10,0,240000,310000,2010000,0,0.357142857,1,0,1,135000,0,105000,1,1,NA
612000,16,404,20,7,0,431,16,175,0,0,0,175,1,16,5,0,0,21,2,135000,3590000,785000,0,0,4375000,440000,21,1,2,4045000,225000,680000,17,3585000,191,447,22,4510000,0.035794183,0.903803132,0.044742729,0.015659955,0,0.964205817,0.083769634,0.916230366,0,0,0,0.916230366,0.045454545,0.727272727,0.227272727,0,0,0.954545455,0.090909091,Minority Com,NA,LMI,NA,0.875,0.041666667,0.083333333,New City,27,316,6,97,522,12,93,4,1,17,0,860000,185000,3465000,0,0.5,3,1,0,725000,135000,0,3,3,1
612100,0,323,28,0,0,351,0,111,14,0,0,125,0,4,4,0,0,8,4,0,790000,830000,0,0,1620000,470000,11,1,0,1955000,135000,0,9,1705000,125,351,8,1620000,0,0.92022792,0.07977208,0,0,1,0,0.888,0.112,0,0,1,0,0.5,0.5,0,0,1,0.5,Minority Com,NA,LMI,NA,0.916666667,0.083333333,0,New City,20,184,10,106,500,26,83,4,0,4,0,750000,0,870000,0,0.5,3,1,0,635000,115000,0,5,4,NA
620100,192,0,949,69,0,1018,178,0,687,62,0,749,3,1,66,16,0,83,3,635000,235000,13460000,2960000,0,16655000,695000,64,17,7,12260000,3865000,1635000,40,7880000,927,1210,86,17290000,0.158677686,0,0.784297521,0.057024793,0,0.841322314,0.19201726,0,0.741100324,0.066882416,0,0.80798274,0.034883721,0.011627907,0.76744186,0.186046512,0,0.965116279,0.034883721,Minority Com,NA,LMI,NA,0.727272727,0.193181818,0.079545455,West Elsdon,90,2220,40,488,1172,47,33,31,7,48,0,5615000,1355000,10320000,0,0.348837209,18,4,9,3060000,870000,1685000,22,21,1
620200,261,0,417,20,0,437,195,0,262,14,0,276,1,0,33,4,1,38,10,215000,0,7955000,830000,0,8785000,2180000,30,14,5,6150000,3810000,1435000,22,4830000,471,698,39,9000000,0.373925501,0,0.597421203,0.028653295,0,0.626074499,0.414012739,0,0.55626327,0.029723992,0,0.585987261,0.025641026,0,0.846153846,0.102564103,0.025641026,0.974358974,0.256410256,Mixed Com,NA,LMI,NA,0.612244898,0.285714286,0.102040816,West Elsdon,113,5899,51,1268,691,83,56,14,1,24,0,3410000,415000,5390000,0,0.282051282,3,2,9,565000,470000,2375000,5,4,NA
620300,577,85,1346,22,3,1456,455,0,961,22,2,985,10,1,122,4,0,127,16,2170000,415000,25480000,890000,0,26785000,3360000,102,39,11,19720000,9225000,3125000,71,14835000,1440,2033,137,28955000,0.283817019,0.041810133,0.66207575,0.010821446,0.001475652,0.716182981,0.315972222,0,0.667361111,0.015277778,0.001388889,0.684027778,0.072992701,0.00729927,0.890510949,0.02919708,0,0.927007299,0.116788321,Minority Com,NA,LMI,NA,0.671052632,0.256578947,0.072368421,West Elsdon,101,2270,61,993,1844,82,82,52,9,76,0,11220000,1665000,16070000,0,0.291970803,24,8,20,5150000,1880000,4190000,34,33,1
620400,226,41,950,12,2,1005,226,0,743,12,2,757,1,0,56,2,0,58,6,325000,0,12490000,420000,0,12910000,1450000,47,11,7,10005000,2805000,1875000,33,7335000,983,1231,59,13235000,0.183590577,0.033306255,0.771730301,0.009748172,0.001624695,0.816409423,0.229908444,0,0.75584944,0.012207528,0.002034588,0.770091556,0.016949153,0,0.949152542,0.033898305,0,0.983050847,0.101694915,Minority Com,NA,LMI,NA,0.723076923,0.169230769,0.107692308,West Elsdon,64,3320,36,572,1173,39,34,14,5,40,0,2830000,785000,9620000,0,0.288135593,6,4,4,1270000,720000,840000,9,9,1
630100,28,76,189,0,0,265,10,13,86,0,0,99,0,0,10,1,0,11,0,0,0,1240000,145000,0,1385000,0,10,1,0,1160000,225000,0,5,515000,109,293,11,1385000,0.09556314,0.259385666,0.645051195,0,0,0.90443686,0.091743119,0.119266055,0.788990826,0,0,0.908256881,0,0,0.909090909,0.090909091,0,1,0,Minority Com,NA,LMI,NA,0.909090909,0.090909091,0,Gage Park,19,1696,4,107,310,33,44,1,1,9,0,145000,105000,1135000,0,0.818181818,1,0,0,145000,0,0,1,1,NA
630200,66,0,478,31,0,509,45,0,210,26,0,236,1,0,15,2,0,17,3,95000,0,3285000,350000,0,3635000,715000,16,4,1,3300000,810000,335000,10,2160000,281,575,18,3730000,0.114782609,0,0.831304348,0.053913043,0,0.885217391,0.160142349,0,0.747330961,0.09252669,0,0.839857651,0.055555556,0,0.833333333,0.111111111,0,0.944444444,0.166666667,Minority Com,46.92,LMI,not_low,0.761904762,0.19047619,0.047619048,Gage Park,52,4772,16,388,423,59,29,6,1,11,0,1110000,145000,2475000,0,0.277777778,2,1,3,430000,185000,495000,3,2,1
630300,101,11,1192,0,0,1203,75,5,573,0,0,578,1,0,41,2,0,43,1,195000,0,8065000,340000,0,8405000,185000,32,10,2,6460000,1770000,330000,23,5075000,653,1304,44,8600000,0.077453988,0.008435583,0.914110429,0,0,0.922546012,0.114854518,0.007656968,0.877488515,0,0,0.885145482,0.022727273,0,0.931818182,0.045454545,0,0.977272727,0.022727273,Minority Com,58.17,LMI,low_inc,0.727272727,0.227272727,0.045454545,Gage Park,90,1958,42,1031,1033,96,36,19,4,20,1,3685000,770000,4020000,125000,0.409090909,8,2,9,1260000,460000,1965000,9,9,NA
630400,122,26,1584,10,0,1620,80,5,859,10,0,874,2,1,58,1,0,60,6,490000,315000,11570000,145000,0,12030000,950000,53,15,0,9945000,3525000,0,34,6700000,954,1742,62,12520000,0.070034443,0.014925373,0.909299656,0.005740528,0,0.929965557,0.083857442,0.00524109,0.900419287,0.01048218,0,0.916142558,0.032258065,0.016129032,0.935483871,0.016129032,0,0.967741935,0.096774194,Minority Com,42.89,LMI,not_low,0.779411765,0.220588235,0,Gage Park,72,1247,49,911,1335,54,41,10,2,50,0,2230000,410000,9880000,0,0.258064516,4,2,4,630000,510000,1090000,7,6,NA
630500,120,27,1426,0,0,1453,51,0,692,0,0,692,2,1,64,1,2,68,2,490000,245000,12950000,155000,0,13350000,650000,60,9,3,12150000,1905000,655000,43,9305000,743,1573,70,13840000,0.076287349,0.017164654,0.906547997,0,0,0.923712651,0.068640646,0,0.931359354,0,0,0.931359354,0.028571429,0.014285714,0.914285714,0.014285714,0.028571429,0.971428571,0.028571429,Minority Com,53.19,LMI,low_inc,0.833333333,0.125,0.041666667,Gage Park,51,1308,26,497,1287,64,50,23,5,42,0,4365000,785000,8910000,0,0.285714286,9,5,9,1275000,1015000,2075000,17,17,NA
630800,207,81,1426,0,0,1507,136,0,935,0,0,935,2,0,52,0,0,52,8,450000,0,9910000,0,0,9910000,1380000,49,11,2,8525000,2705000,510000,27,5135000,1071,1714,54,10360000,0.120770128,0.047257876,0.831971995,0,0,0.879229872,0.126984127,0,0.873015873,0,0,0.873015873,0.037037037,0,0.962962963,0,0,0.962962963,0.148148148,Minority Com,55.92,LMI,low_inc,0.790322581,0.177419355,0.032258065,Gage Park,105,3458,54,2010,1591,68,92,15,5,34,0,2975000,775000,6610000,0,0.277777778,2,3,10,420000,665000,1890000,8,7,NA
630900,133,47,1113,12,4,1176,81,0,709,12,3,724,0,1,36,0,0,37,6,0,305000,7630000,0,0,7935000,1500000,30,12,1,6470000,2680000,285000,21,4905000,805,1309,37,7935000,0.101604278,0.035905271,0.85026738,0.009167303,0.003055768,0.898395722,0.100621118,0,0.880745342,0.014906832,0.003726708,0.899378882,0,0.027027027,0.972972973,0,0,1,0.162162162,Minority Com,62.13,LMI,low_inc,0.697674419,0.279069767,0.023255814,Gage Park,69,941,38,367,1233,45,55,7,6,24,0,1405000,1190000,5340000,0,0.351351351,3,1,3,575000,155000,675000,6,5,NA
640100,214,10,260,5,7,282,89,0,128,0,5,133,4,1,30,1,0,32,6,1230000,205000,6660000,295000,0,7160000,1340000,21,15,6,4075000,3845000,1810000,19,3705000,222,496,36,8390000,0.431451613,0.02016129,0.524193548,0.010080645,0.014112903,0.568548387,0.400900901,0,0.576576577,0,0.022522523,0.599099099,0.111111111,0.027777778,0.833333333,0.027777778,0,0.888888889,0.166666667,Mixed Com,59.42,LMI,low_inc,0.5,0.357142857,0.142857143,Clearing,32,717,18,358,437,21,44,5,0,31,0,1365000,0,7025000,0,0.388888889,1,1,3,305000,255000,805000,4,3,NA
640300,1387,52,934,0,16,1002,1031,0,551,0,10,561,23,4,190,5,2,201,31,5795000,1060000,47700000,1275000,0,50035000,7895000,109,107,39,24295000,28385000,11555000,96,22120000,1592,2389,224,55830000,0.580577648,0.021766429,0.39095856,0,0.006697363,0.419422352,0.647613065,0,0.346105528,0,0.006281407,0.352386935,0.102678571,0.017857143,0.848214286,0.022321429,0.008928571,0.897321429,0.138392857,Mixed Com,103.3,MI,not_low,0.42745098,0.419607843,0.152941176,Clearing,122,2205,62,1222,2120,82,138,74,4,144,2,19070000,910000,35970000,390000,0.232142857,25,12,37,6225000,3410000,9435000,17,16,2
640400,774,37,345,0,35,417,641,37,289,0,31,357,28,1,96,4,0,101,21,6740000,175000,24140000,630000,0,24945000,5295000,61,65,24,12825000,16425000,7730000,54,11640000,998,1191,129,31685000,0.649874055,0.031066331,0.289672544,0,0.02938707,0.350125945,0.642284569,0.037074148,0.289579158,0,0.031062124,0.357715431,0.217054264,0.007751938,0.744186047,0.031007752,0,0.782945736,0.162790698,Mixed Com,108.9,MI,not_low,0.406666667,0.433333333,0.16,Clearing,204,18776,50,1785,1201,106,91,41,1,87,0,9435000,315000,21935000,0,0.209302326,10,10,21,1880000,2590000,4965000,15,14,NA
640500,925,33,535,20,4,592,739,0,348,20,3,371,28,6,120,1,2,129,14,6020000,1320000,22050000,245000,325000,23940000,2990000,89,64,18,13605000,14910000,4680000,52,9600000,1110,1517,157,29960000,0.609756098,0.021753461,0.352669743,0.013183916,0.002636783,0.390243902,0.665765766,0,0.313513514,0.018018018,0.002702703,0.334234234,0.178343949,0.038216561,0.76433121,0.006369427,0.012738854,0.821656051,0.089171975,Mixed Com,103.81,MI,not_low,0.520467836,0.374269006,0.105263158,Clearing,78,1572,44,653,1527,67,241,60,4,93,0,12100000,660000,17445000,0,0.159235669,23,13,24,4215000,3145000,4740000,24,22,2
640600,903,35,655,44,4,738,530,0,339,17,2,358,21,4,104,0,1,109,10,4315000,1010000,23460000,0,0,24470000,2340000,61,60,18,11915000,14420000,4990000,42,9340000,888,1641,130,28785000,0.550274223,0.021328458,0.399146862,0.026812919,0.002437538,0.449725777,0.596846847,0,0.381756757,0.019144144,0.002252252,0.403153153,0.161538462,0.030769231,0.8,0,0.007692308,0.838461538,0.076923077,Mixed Com,49.95,LMI,not_low,0.438848921,0.431654676,0.129496403,Clearing,155,4740,62,1095,1515,104,289,43,3,84,0,9505000,525000,19050000,0,0.292307692,21,2,20,4595000,390000,4520000,22,21,4
640700,440,0,576,0,0,576,359,0,420,0,0,420,5,1,110,1,0,112,9,865000,285000,20240000,235000,0,20760000,1625000,85,38,3,14725000,7890000,635000,50,9850000,779,1016,117,21625000,0.433070866,0,0.566929134,0,0,0.566929134,0.46084724,0,0.53915276,0,0,0.53915276,0.042735043,0.008547009,0.94017094,0.008547009,0,0.957264957,0.076923077,Mixed Com,80.67,MI,not_low,0.674603175,0.301587302,0.023809524,Clearing,87,1680,41,515,1048,45,39,31,4,82,0,5455000,710000,15460000,0,0.256410256,13,4,14,2225000,790000,2440000,12,12,3
640800,153,21,377,4,1,403,132,0,320,0,1,321,1,0,44,0,0,44,3,285000,0,10220000,0,0,10220000,605000,27,20,1,6135000,4730000,245000,22,5210000,453,556,45,10505000,0.275179856,0.037769784,0.678057554,0.007194245,0.001798561,0.724820144,0.291390728,0,0.706401766,0,0.002207506,0.708609272,0.022222222,0,0.977777778,0,0,0.977777778,0.066666667,Minority Com,70.74,LMI,low_inc,0.5625,0.416666667,0.020833333,Clearing,31,1053,19,330,632,26,33,15,1,29,0,3255000,155000,7095000,0,0.4,5,3,7,1205000,585000,1465000,10,10,NA
650100,251,56,944,0,2,1002,203,8,485,0,1,494,2,0,60,0,0,60,8,530000,0,11980000,0,0,11980000,1700000,49,17,4,9615000,3655000,940000,31,6075000,697,1253,62,12510000,0.200319234,0.044692737,0.75339186,0,0.001596169,0.799680766,0.291248207,0.011477762,0.695839311,0,0.00143472,0.708751793,0.032258065,0,0.967741935,0,0,0.967741935,0.129032258,Minority Com,58.26,LMI,low_inc,0.7,0.242857143,0.057142857,West Lawn,84,3423,45,1623,1182,67,65,13,6,43,0,2635000,1210000,8665000,0,0.306451613,2,6,5,380000,1200000,1055000,9,8,1
650200,508,0,1606,0,0,1606,273,0,991,0,0,991,4,0,122,0,1,123,7,860000,0,27400000,0,345000,27745000,1955000,78,42,13,16080000,10970000,3355000,60,13060000,1264,2114,127,28605000,0.240302744,0,0.759697256,0,0,0.759697256,0.215981013,0,0.784018987,0,0,0.784018987,0.031496063,0,0.960629921,0,0.007874016,0.968503937,0.05511811,Minority Com,72.93,LMI,low_inc,0.586466165,0.315789474,0.097744361,West Lawn,149,2682,85,1555,1986,142,68,43,8,76,0,9765000,1690000,17150000,0,0.236220472,19,11,13,3945000,2625000,3195000,33,31,NA
650301,463,34,1004,7,7,1052,385,10,814,1,5,830,3,1,98,0,0,99,6,745000,345000,21590000,0,0,21935000,1370000,67,32,9,14355000,7410000,2285000,50,11420000,1215,1515,102,22680000,0.305610561,0.022442244,0.662706271,0.004620462,0.004620462,0.694389439,0.316872428,0.008230453,0.669958848,8.23E-04,0.004115226,0.683127572,0.029411765,0.009803922,0.960784314,0,0,0.970588235,0.058823529,Mixed Com,79.26,LMI,low_inc,0.62037037,0.296296296,0.083333333,West Lawn,124,2813,65,1447,1599,143,50,43,1,58,0,8865000,225000,13590000,0,0.284313725,14,7,22,3090000,1365000,4410000,23,23,1
650302,124,0,974,0,5,979,115,0,685,0,4,689,1,1,70,0,0,71,6,185000,365000,14080000,0,0,14445000,1460000,51,21,6,10065000,4795000,1230000,32,6370000,804,1103,72,14630000,0.112420671,0,0.883046238,0,0.004533092,0.887579329,0.143034826,0,0.85199005,0,0.004975124,0.856965174,0.013888889,0.013888889,0.972222222,0,0,0.986111111,0.083333333,Minority Com,62.2,LMI,low_inc,0.653846154,0.269230769,0.076923077,West Lawn,85,2258,52,1331,1058,52,23,16,4,52,0,3190000,720000,10720000,0,0.333333333,7,5,4,1465000,995000,730000,12,11,1
650400,225,84,1419,35,0,1538,193,26,1164,35,0,1225,2,0,114,0,0,114,10,290000,0,24900000,0,0,24900000,1690000,90,29,6,18070000,7195000,1390000,74,15840000,1418,1763,116,25190000,0.127623369,0.047646058,0.804878049,0.019852524,0,0.872376631,0.136107193,0.018335684,0.820874471,0.024682652,0,0.863892807,0.017241379,0,0.982758621,0,0,0.982758621,0.086206897,Minority Com,71.83,LMI,low_inc,0.72,0.232,0.048,West Lawn,79,958,43,313,1657,40,24,38,9,69,0,8260000,1715000,15215000,0,0.318965517,13,6,19,2605000,1420000,4235000,19,19,1
650500,431,272,786,19,10,1087,323,143,709,19,8,879,4,6,77,0,0,83,14,760000,740000,14985000,0,0,15725000,2590000,65,27,7,12185000,4925000,1675000,41,8015000,1202,1518,87,16485000,0.283926219,0.179183136,0.517786561,0.012516469,0.006587615,0.716073781,0.268718802,0.118968386,0.58985025,0.015806988,0.006655574,0.731281198,0.045977011,0.068965517,0.885057471,0,0,0.954022989,0.16091954,Minority Com,83.72,MI,not_low,0.656565657,0.272727273,0.070707071,West Lawn,110,6598,47,1520,2307,377,88,20,8,59,0,3950000,1230000,11305000,0,0.310344828,5,3,12,885000,625000,2440000,9,8,1
660301,8,188,326,0,3,517,8,9,153,0,1,163,1,2,12,0,0,14,0,205000,490000,2470000,0,0,2960000,0,9,5,1,1735000,1225000,205000,6,1380000,171,525,15,3165000,0.015238095,0.358095238,0.620952381,0,0.005714286,0.984761905,0.046783626,0.052631579,0.894736842,0,0.005847953,0.953216374,0.066666667,0.133333333,0.8,0,0,0.933333333,0,Minority Com,37.6,LMI,not_low,0.6,0.333333333,0.066666667,Chicago Lawn,25,583,13,349,569,68,60,3,2,10,0,795000,460000,1910000,0,0.466666667,1,0,2,235000,0,560000,1,1,NA
660302,40,462,936,13,14,1425,23,24,429,13,8,474,1,1,35,0,0,36,5,185000,345000,6885000,0,0,7230000,1215000,35,5,2,7195000,815000,620000,22,4830000,497,1465,37,7415000,0.027303754,0.315358362,0.63890785,0.00887372,0.009556314,0.972696246,0.046277666,0.048289738,0.863179074,0.026156942,0.016096579,0.953722334,0.027027027,0.027027027,0.945945946,0,0,0.972972973,0.135135135,Minority Com,49.73,LMI,not_low,0.833333333,0.119047619,0.047619048,Chicago Lawn,70,2366,43,2004,1363,79,160,12,3,22,0,2280000,505000,4630000,0,0.351351351,4,3,5,770000,335000,1175000,6,4,3
660400,190,87,1206,0,0,1293,148,9,737,0,0,746,1,0,67,0,0,67,3,165000,0,13415000,0,0,13415000,545000,53,15,3,10055000,3255000,815000,37,7515000,894,1483,68,13580000,0.128118678,0.058664869,0.813216453,0,0,0.871881322,0.165548098,0.010067114,0.824384787,0,0,0.834451902,0.014705882,0,0.985294118,0,0,0.985294118,0.044117647,Minority Com,64.37,LMI,low_inc,0.746478873,0.211267606,0.042253521,Chicago Lawn,72,941,34,471,1378,101,66,20,3,45,0,4170000,505000,8905000,0,0.294117647,8,5,7,1540000,1035000,1595000,11,11,2
660500,126,186,987,9,0,1182,53,15,515,9,0,539,1,0,54,0,0,54,4,175000,0,10610000,0,0,10610000,1050000,42,14,3,7830000,3000000,1005000,29,5615000,592,1308,55,10785000,0.096330275,0.142201835,0.754587156,0.006880734,0,0.903669725,0.089527027,0.025337838,0.869932432,0.015202703,0,0.910472973,0.018181818,0,0.981818182,0,0,0.981818182,0.072727273,Minority Com,53.63,LMI,low_inc,0.711864407,0.237288136,0.050847458,Chicago Lawn,64,2996,30,1208,1287,59,82,19,3,33,0,3775000,505000,6505000,0,0.345454545,8,2,9,1480000,310000,1985000,12,11,NA
660600,47,1178,829,0,13,2020,40,254,285,0,6,545,1,16,79,0,1,96,4,275000,4040000,15655000,0,0,19695000,850000,81,17,3,16045000,4365000,715000,47,10395000,585,2067,97,19970000,0.022738268,0.569908079,0.401064344,0,0.006289308,0.977261732,0.068376068,0.434188034,0.487179487,0,0.01025641,0.931623932,0.010309278,0.164948454,0.81443299,0,0.010309278,0.989690722,0.041237113,Minority Com,44.59,LMI,not_low,0.801980198,0.168316832,0.02970297,Chicago Lawn,101,2054,44,554,2197,168,198,19,9,69,0,4095000,1535000,14645000,0,0.226804124,5,5,9,1025000,825000,2245000,8,8,2
660700,0,564,43,0,0,607,0,274,36,0,0,310,1,7,27,0,0,34,4,135000,1325000,3875000,0,0,5200000,570000,35,3,1,5065000,655000,185000,13,1975000,310,607,35,5335000,0,0.929159802,0.070840198,0,0,1,0,0.883870968,0.116129032,0,0,1,0.028571429,0.2,0.771428571,0,0,0.971428571,0.114285714,Minority Com,43.81,LMI,not_low,0.897435897,0.076923077,0.025641026,Chicago Lawn,54,2923,23,446,648,54,34,1,4,30,0,205000,480000,4650000,0,0.285714286,0,1,0,0,205000,0,1,1,NA
660800,79,907,615,21,21,1564,79,149,292,11,12,464,2,7,64,0,0,71,4,490000,1845000,13220000,0,0,15065000,1260000,54,18,5,10520000,4840000,1455000,27,6095000,543,1643,73,15555000,0.048082775,0.552038953,0.374315277,0.012781497,0.012781497,0.951917225,0.145488029,0.274401473,0.537753223,0.020257827,0.022099448,0.854511971,0.02739726,0.095890411,0.876712329,0,0,0.97260274,0.054794521,Minority Com,47.87,LMI,not_low,0.701298701,0.233766234,0.064935065,Chicago Lawn,58,856,20,197,1708,46,222,18,3,52,0,3820000,495000,11240000,0,0.260273973,9,5,4,1475000,1345000,1000000,12,12,2
660900,66,1105,150,6,79,1340,41,309,61,6,15,391,2,14,73,0,0,87,13,520000,3750000,15055000,0,0,18805000,3135000,64,29,8,13490000,6585000,2240000,49,10975000,432,1406,89,19325000,0.046941679,0.785917496,0.106685633,0.004267425,0.056187767,0.953058321,0.094907407,0.715277778,0.141203704,0.013888889,0.034722222,0.905092593,0.02247191,0.157303371,0.820224719,0,0,0.97752809,0.146067416,Minority Com,43.26,LMI,not_low,0.633663366,0.287128713,0.079207921,Chicago Lawn,68,2504,30,983,1504,112,163,16,5,68,0,2890000,855000,15580000,0,0.247191011,3,4,9,545000,750000,1595000,8,7,1
661000,54,1664,148,0,31,1843,43,782,118,0,31,931,1,31,99,0,0,130,16,175000,6835000,17055000,0,0,23890000,3320000,113,29,4,19195000,6895000,910000,52,9920000,974,1897,131,24065000,0.028465999,0.877174486,0.078017923,0,0.016341592,0.971534001,0.044147844,0.802874743,0.121149897,0,0.031827515,0.955852156,0.007633588,0.236641221,0.755725191,0,0,0.992366412,0.122137405,Minority Com,50.69,LMI,low_inc,0.773972603,0.198630137,0.02739726,Chicago Lawn,99,5088,34,1512,1923,112,134,29,7,95,0,5555000,685000,17825000,0,0.267175573,13,11,5,2385000,1815000,1355000,21,21,3
661100,160,807,905,0,58,1770,122,491,710,0,42,1243,6,8,106,0,0,114,6,1240000,1980000,21050000,0,0,23030000,1330000,97,27,2,18935000,6055000,610000,54,10970000,1365,1930,120,24270000,0.082901554,0.418134715,0.468911917,0,0.030051813,0.917098446,0.089377289,0.35970696,0.52014652,0,0.030769231,0.910622711,0.05,0.066666667,0.883333333,0,0,0.95,0.05,Minority Com,NA,LMI,NA,0.76984127,0.214285714,0.015873016,Chicago Lawn,108,1617,49,612,1810,26,82,31,5,84,0,6615000,945000,16710000,0,0.266666667,10,7,14,2080000,1385000,3150000,19,19,NA
670100,16,309,68,0,0,377,0,105,47,0,0,152,1,15,13,0,0,28,3,335000,2965000,2485000,0,0,5450000,385000,23,7,2,3565000,1935000,670000,14,2330000,152,393,29,5785000,0.040712468,0.786259542,0.17302799,0,0,0.959287532,0,0.690789474,0.309210526,0,0,1,0.034482759,0.517241379,0.448275862,0,0,0.965517241,0.103448276,Minority Com,NA,LMI,NA,0.71875,0.21875,0.0625,West Englewood,27,355,11,127,521,18,55,13,1,15,0,2955000,175000,2655000,0,0.344827586,3,1,9,665000,65000,2225000,5,4,1
670200,5,372,25,0,3,400,5,131,25,0,3,159,0,3,10,2,1,16,0,0,585000,1630000,350000,0,2565000,0,12,3,1,1800000,655000,215000,6,990000,164,405,16,2565000,0.012345679,0.918518519,0.061728395,0,0.007407407,0.987654321,0.030487805,0.798780488,0.152439024,0,0.018292683,0.969512195,0,0.1875,0.625,0.125,0.0625,1,0,Minority Com,NA,LMI,NA,0.75,0.1875,0.0625,West Englewood,20,527,3,35,414,29,81,8,0,8,0,1150000,0,1520000,0,0.3125,3,1,4,385000,65000,700000,5,5,NA
670300,14,333,43,7,13,396,14,149,20,7,3,179,0,6,15,0,0,21,2,0,1190000,2495000,0,0,3685000,380000,13,10,0,2275000,1790000,0,9,1835000,193,410,21,3685000,0.034146341,0.812195122,0.104878049,0.017073171,0.031707317,0.965853659,0.07253886,0.772020725,0.103626943,0.03626943,0.015544041,0.92746114,0,0.285714286,0.714285714,0,0,1,0.095238095,Minority Com,NA,LMI,NA,0.565217391,0.434782609,0,West Englewood,25,415,7,160,425,33,67,2,2,17,0,360000,350000,2975000,0,0.476190476,1,1,0,265000,95000,0,2,2,NA
670400,0,427,101,0,0,528,0,204,53,0,0,257,0,8,10,0,0,18,0,0,1870000,1800000,0,0,3670000,0,13,4,1,2535000,920000,215000,5,1095000,257,528,18,3670000,0,0.808712121,0.191287879,0,0,1,0,0.793774319,0.206225681,0,0,1,0,0.444444444,0.555555556,0,0,1,0,Minority Com,NA,LMI,NA,0.722222222,0.222222222,0.055555556,West Englewood,15,128,7,36,453,20,55,4,1,13,0,760000,125000,2785000,0,0.388888889,2,2,0,280000,480000,0,3,3,1
670500,0,292,45,0,3,340,0,124,28,0,1,153,1,1,11,0,0,12,0,365000,255000,1565000,0,0,1820000,0,9,2,2,1365000,320000,500000,2,400000,153,340,13,2185000,0,0.858823529,0.132352941,0,0.008823529,1,0,0.810457516,0.183006536,0,0.006535948,1,0.076923077,0.076923077,0.846153846,0,0,0.923076923,0,Minority Com,NA,LMI,NA,0.692307692,0.153846154,0.153846154,West Englewood,24,367,12,110,327,50,62,1,1,11,0,45000,125000,2015000,0,0.461538462,1,0,0,45000,0,0,1,1,NA
670600,0,302,38,0,0,340,0,186,26,0,0,212,0,3,9,0,0,12,5,0,425000,1095000,0,0,1520000,555000,16,1,0,1950000,125000,0,8,790000,212,340,12,1520000,0,0.888235294,0.111764706,0,0,1,0,0.877358491,0.122641509,0,0,1,0,0.25,0.75,0,0,1,0.416666667,Minority Com,NA,LMI,NA,0.941176471,0.058823529,0,West Englewood,23,297,9,47,459,26,53,2,1,9,0,300000,105000,1115000,0,0.333333333,1,0,1,245000,0,55000,2,1,NA
